subject,predicate,object,birthPlace,,,object,2024-04-13,
Paul_Tobin__u0028_Medal_of_Honor_u0029_ ,knowsLanguage ,French_language_generic_instance ,Pleyben ,,,,,
Paul_Tobin__u0028_Medal_of_Honor_u0029_ ,nationality ,France ,Pleyben ,,,,,
Paul_Trabandt ,gender ,Male_gender ,Reinfeld_u002C__Schleswig-Holstein ,,,,,
Paul_Trabandt ,nationality ,Germany ,Reinfeld_u002C__Schleswig-Holstein ,,,,,
Murder_of_Erica_Green ,age ,26,Mabel_Bassett_Correctional_Center ,,,1997-05-15,,26
Murder_of_Erica_Green ,gender ,Female__u0028_gender_u0029_ ,Mabel_Bassett_Correctional_Center ,,,,,
Pon_Sivakumaran ,alumniOf ,Jaffna_Hindu_College ,Sri_Lanka ,,,,,
Pon_Sivakumaran ,age ,73,Sri_Lanka ,,,1950-09-26,,73
Pon_Sivakumaran ,gender ,Male_gender ,Sri_Lanka ,,,,,
Pon_Sivakumaran ,nationality ,Sri_Lanka ,Sri_Lanka ,,,,,
Priceless_the_Kid ,age ,36,Valdosta_u002C__Georgia ,,,1987-08-03,,36
Priceless_the_Kid ,gender ,Male_gender ,Valdosta_u002C__Georgia ,,,,,
Prince_Kachō_Hirotsune ,award ,Order_Of_The_Rising_Sun_U002C__1St_Class_Q10901470_generic_instance ,Kyoto ,,,,,
Prince_Kachō_Hirotsune ,age ,172,Kyoto ,,,1851-04-19,,172
Prince_Kachō_Hirotsune ,gender ,Male_gender ,Kyoto ,,,,,
Prince_Kachō_Hirotsune ,nationality ,Japan ,Kyoto ,,,,,
Prince_Kitashirakawa_Satonari ,age ,173,Kyoto ,,,1850-07-22,,173
Prince_Kitashirakawa_Satonari ,gender ,Male_gender ,Kyoto ,,,,,
Prince_Kitashirakawa_Satonari ,nationality ,Japan ,Kyoto ,,,,,
Prince_Monolulu ,age ,142,Saint_Croix ,,,1881-10-26,,142
Prince_Monolulu ,gender ,Male_gender ,Saint_Croix ,,,,,
Prince_Monolulu ,nationality ,United_States ,Saint_Croix ,,,,,
Sarah_Zeid ,alumniOf ,Hurtwood_House ,Houston ,,,,,
Sarah_Zeid ,age ,51,Houston ,,,1972-08-01,,51
Sarah_Zeid ,gender ,Female__u0028_gender_u0029_ ,Houston ,,,,,
Sarah_Zeid ,knowsLanguage ,Arabic_generic_instance ,Houston ,,,,,
Sarah_Zeid ,knowsLanguage ,English_language_generic_instance ,Houston ,,,,,
Zeid_bin_Hussein ,alumniOf ,Balliol_College_u002C__Oxford ,Turkey ,,,,,
Zeid_bin_Hussein ,alumniOf ,Galatasaray_High_School ,Turkey ,,,,,
Zeid_bin_Hussein ,award ,Knight_Grand_Cross_Of_The_Royal_Victorian_Order_Q12192290_generic_instance ,Turkey ,,,,,
Zeid_bin_Hussein ,award ,Knight_Grand_Cross_Of_The_Order_Of_The_British_Empire_Q12201378_generic_instance ,Turkey ,,,,,
Zeid_bin_Hussein ,age ,126,Turkey ,,,1898-02-28,,126
Zeid_bin_Hussein ,gender ,Male_gender ,Turkey ,,,,,
Elizabeth_Pabodie ,age ,401,Plymouth_Colony ,,,1623-01-01,,401
Elizabeth_Pabodie ,gender ,Female__u0028_gender_u0029_ ,Plymouth_Colony ,,,,,
Esra_Birgen ,age ,87,Turkey ,,,1937-01-01,,87
Esra_Birgen ,gender ,Female__u0028_gender_u0029_ ,Turkey ,,,,,
Firoz_Merchant ,age ,66,India ,,,1958-01-01,,66
Firoz_Merchant ,gender ,Male_gender ,India ,,,,,
Firoz_Merchant ,nationality ,India ,India ,,,,,
Friedrich_Magnus_VI_u002C__Count_of_Solms-Wildenfels ,gender ,Male_gender ,Wildenfels ,,,,,
Max_Friedrich ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Siemianowice_Śląskie ,,,,,
Max_Friedrich ,age ,106,Siemianowice_Śląskie ,,,1918-03-30,,106
Max_Friedrich ,gender ,Male_gender ,Siemianowice_Śląskie ,,,,,
Max_Friedrich ,nationality ,United_States ,Siemianowice_Śląskie ,,,,,
Max_Waechter ,award ,Knight_Bachelor_generic_instance ,Szczecin ,,,,,
Max_Waechter ,age ,186,Szczecin ,,,1837-10-03,,186
Max_Waechter ,gender ,Male_gender ,Szczecin ,,,,,
Max_Waechter ,knowsLanguage ,German_language_generic_instance ,Szczecin ,,,,,
Max_Wandrey ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Hamburg ,,,,,
Max_Wandrey ,award ,Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469_generic_instance ,Hamburg ,,,,,
Max_Wandrey ,age ,114,Hamburg ,,,1910-04-08,,114
Max_Wandrey ,gender ,Male_gender ,Hamburg ,,,,,
Max_Wandrey ,knowsLanguage ,German_language_generic_instance ,Hamburg ,,,,,
Max_Wandrey ,nationality ,Germany ,Hamburg ,,,,,
Max_Yalden ,alumniOf ,University_of_Michigan ,Toronto ,,,,,
Max_Yalden ,alumniOf ,University_of_Toronto ,Toronto ,,,,,
Max_Yalden ,award ,Companion_Of_The_Order_Of_Canada_Q15278107_generic_instance ,Toronto ,,,,,
Max_Yalden ,age ,94,Toronto ,,,1930-04-12,,94
Max_Yalden ,gender ,Male_gender ,Toronto ,,,,,
Max_Yalden ,nationality ,Canada ,Toronto ,,,,,
McFadden_Newell ,age ,200,Dublin ,,,1824-01-01,,200
McFadden_Newell ,gender ,Male_gender ,Dublin ,,,,,
McFadden_Newell ,nationality ,Republic_of_Ireland ,Dublin ,,,,,
Melanie_McGuire ,alumniOf ,Rutgers_University ,Ridgewood_u002C__New_Jersey ,,,,,
Melanie_McGuire ,alumniOf ,Middletown_High_School_South ,Ridgewood_u002C__New_Jersey ,,,,,
Melanie_McGuire ,age ,51,Ridgewood_u002C__New_Jersey ,,,1972-10-08,,51
Melanie_McGuire ,gender ,Female__u0028_gender_u0029_ ,Ridgewood_u002C__New_Jersey ,,,,,
Melanie_McGuire ,nationality ,United_States ,Ridgewood_u002C__New_Jersey ,,,,,
Rosamond_Davenport_Hill ,age ,198,Chelsea_u002C__London ,,,1825-08-04,,198
Rosamond_Davenport_Hill ,gender ,Female__u0028_gender_u0029_ ,Chelsea_u002C__London ,,,,,
Zaw_Zaw ,alumniOf ,University_of_Yangon ,Ayeyarwady_Region ,,,,,
Zaw_Zaw ,age ,56,Ayeyarwady_Region ,,,1967-08-22,,56
Zaw_Zaw ,gender ,Male_gender ,Ayeyarwady_Region ,,,,,
Zaw_Zaw ,nationality ,Myanmar ,Ayeyarwady_Region ,,,,,
Injong_of_Goryeo ,gender ,Male_gender ,Korea ,,,,,
Leonard_Helm ,age ,304,Fauquier_County_u002C__Virginia ,,,1720-01-01,,304
Leonard_Helm ,gender ,Male_gender ,Fauquier_County_u002C__Virginia ,,,,,
Leonard_Rich ,age ,224,Connecticut ,,,1800-01-01,,224
Leonard_Rich ,gender ,Male_gender ,Connecticut ,,,,,
Leonor_Tomásia_de_Távora_u002C__3rd_Marquise_of_Távora ,age ,324,Mogadouro ,,,1700-03-15,,324
Leonor_Tomásia_de_Távora_u002C__3rd_Marquise_of_Távora ,gender ,Female__u0028_gender_u0029_ ,Mogadouro ,,,,,
Leslie_Mungavin ,age ,99,Mumbai ,,,1925-03-22,,99
Leslie_Mungavin ,gender ,Male_gender ,Mumbai ,,,,,
Leslie_Mungavin ,nationality ,Pakistan ,Mumbai ,,,,,
Leul_Abate ,age ,70,Ethiopia ,,,1954-01-01,,70
Leul_Abate ,gender ,Male_gender ,Ethiopia ,,,,,
Lewis_Mehl-Madrona ,alumniOf ,Stanford_University ,Berea_u002C__Kentucky ,,,,,
Lewis_Mehl-Madrona ,alumniOf ,Indiana_University ,Berea_u002C__Kentucky ,,,,,
Lewis_Mehl-Madrona ,age ,70,Berea_u002C__Kentucky ,,,1954-01-26,,70
Lewis_Mehl-Madrona ,gender ,Male_gender ,Berea_u002C__Kentucky ,,,,,
Lewis_Mehl-Madrona ,knowsLanguage ,English_language_generic_instance ,Berea_u002C__Kentucky ,,,,,
Lewis_Mehl-Madrona ,nationality ,United_States ,Berea_u002C__Kentucky ,,,,,
Lewis_Webster_Jones ,alumniOf ,Reed_College ,Emerson_u002C__Nebraska ,,,,,
Lewis_Webster_Jones ,age ,124,Emerson_u002C__Nebraska ,,,1899-06-11,,124
Lewis_Webster_Jones ,gender ,Male_gender ,Emerson_u002C__Nebraska ,,,,,
Lewis_Webster_Jones ,nationality ,United_States ,Emerson_u002C__Nebraska ,,,,,
Liam_McKenna ,age ,42,Dungannon ,,,1981-10-31,,42
Liam_McKenna ,gender ,Male_gender ,Dungannon ,,,,,
Liam_McKenna ,nationality ,Republic_of_Ireland ,Dungannon ,,,,,
Linda_Carty ,alumniOf ,University_of_Houston ,Saint_Kitts ,,,,,
Linda_Carty ,age ,65,Saint_Kitts ,,,1958-10-05,,65
Linda_Carty ,gender ,Female__u0028_gender_u0029_ ,Saint_Kitts ,,,,,
Linda_Carty ,knowsLanguage ,English_language_generic_instance ,Saint_Kitts ,,,,,
Linda_Carty ,nationality ,United_States ,Saint_Kitts ,,,,,
Haller_Nutt ,alumniOf ,University_of_Virginia ,Laurel_Hill_Plantation__u0028_Adams_County_u002C__Mississippi_u0029_ ,,,,,
Haller_Nutt ,age ,208,Laurel_Hill_Plantation__u0028_Adams_County_u002C__Mississippi_u0029_ ,,,1816-01-01,,208
Haller_Nutt ,gender ,Male_gender ,Laurel_Hill_Plantation__u0028_Adams_County_u002C__Mississippi_u0029_ ,,,,,
Haller_Nutt ,nationality ,United_States ,Laurel_Hill_Plantation__u0028_Adams_County_u002C__Mississippi_u0029_ ,,,,,
Linnaeus_N_u002E__Hines ,alumniOf ,Indiana_University ,Carthage_u002C__Missouri ,,,,,
Linnaeus_N_u002E__Hines ,age ,153,Carthage_u002C__Missouri ,,,1871-02-12,,153
Linnaeus_N_u002E__Hines ,gender ,Male_gender ,Carthage_u002C__Missouri ,,,,,
Lionel_Boas ,gender ,Male_gender ,South_Australia ,,,,,
Martin_Buhr ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Marienhafe ,,,,,
Martin_Buhr ,age ,111,Marienhafe ,,,1913-04-03,,111
Martin_Buhr ,gender ,Male_gender ,Marienhafe ,,,,,
Martin_Buhr ,knowsLanguage ,German_language_generic_instance ,Marienhafe ,,,,,
Martin_de_la_See ,age ,604,England ,,,1420-01-01,,604
Martin_de_la_See ,gender ,Male_gender ,England ,,,,,
Martin_Meyerson ,alumniOf ,Columbia_University ,Brooklyn ,,,,,
Martin_Meyerson ,alumniOf ,Harvard_University ,Brooklyn ,,,,,
Martin_Meyerson ,age ,101,Brooklyn ,,,1922-11-14,,101
Martin_Meyerson ,gender ,Male_gender ,Brooklyn ,,,,,
Martin_Meyerson ,knowsLanguage ,English_language_generic_instance ,Brooklyn ,,,,,
Martin_Meyerson ,memberOf ,American_Philosophical_Society ,Brooklyn ,,,,,
Martin_Meyerson ,nationality ,United_States ,Brooklyn ,,,,,
Martin_Meyerson ,worksFor ,Harvard_University ,Brooklyn ,,,,,
Martin_Meyerson ,worksFor ,University_of_Chicago ,Brooklyn ,,,,,
Martin_Meyerson ,worksFor ,University_of_Pennsylvania ,Brooklyn ,,,,,
Martin_Moßdorf ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Grimma ,,,,,
Martin_Moßdorf ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Grimma ,,,,,
Martin_Moßdorf ,age ,108,Grimma ,,,1916-01-10,,108
Martin_Moßdorf ,gender ,Male_gender ,Grimma ,,,,,
Martin_Moßdorf ,knowsLanguage ,German_language_generic_instance ,Grimma ,,,,,
Martin_Moßdorf ,nationality ,Germany ,Grimma ,,,,,
Martin_Soong ,age ,65,Hong_Kong ,,,1959-01-01,,65
Martin_Soong ,gender ,Male_gender ,Hong_Kong ,,,,,
Martinus_Schoonmaker ,age ,287,Rochester_u002C__New_York ,,,1737-01-01,,287
Martinus_Schoonmaker ,gender ,Male_gender ,Rochester_u002C__New_York ,,,,,
Mary_Elizabeth_Lado ,alumniOf ,Georgia_Southwestern_State_University ,New_Orleans ,,,,,
Mary_Elizabeth_Lado ,age ,45,New_Orleans ,,,1978-09-16,,45
Friedrich_Magnus_VI_u002C__Count_of_Solms-Wildenfels ,age ,97,Wildenfels ,,,1927-01-18,,97
Princess_Anne_de_Bauffremont-Courtenay ,age ,105,Paris ,,,1919-04-01,,105
Princess_Anne_de_Bauffremont-Courtenay ,gender ,Female__u0028_gender_u0029_ ,Paris ,,,,,
Princess_Anne_de_Bauffremont-Courtenay ,knowsLanguage ,French_language_generic_instance ,Paris ,,,,,
Princess_Anne_de_Bauffremont-Courtenay ,nationality ,France ,Paris ,,,,,
Princess_Eulalia_of_Thurn_and_Taxis ,age ,115,Biskupice__u0028_Svitavy_District_u0029_ ,,,1908-12-21,,115
Princess_Eulalia_of_Thurn_and_Taxis ,gender ,Female__u0028_gender_u0029_ ,Biskupice__u0028_Svitavy_District_u0029_ ,,,,,
Princess_Ijigayehu_Amha_Selassie ,age ,89,Dessie ,,,1934-09-04,,89
Princess_Ijigayehu_Amha_Selassie ,gender ,Female__u0028_gender_u0029_ ,Dessie ,,,,,
Princess_Marie_Antoinette_of_Schwarzburg ,age ,126,Großharthau ,,,1898-02-07,,126
Princess_Marie_Antoinette_of_Schwarzburg ,gender ,Female__u0028_gender_u0029_ ,Großharthau ,,,,,
Princess_Salha_bint_Asem ,alumniOf ,University_of_Edinburgh ,Amman ,,,,,
Princess_Salha_bint_Asem ,alumniOf ,St_Clare_u0027_s_u002C__Oxford ,Amman ,,,,,
Princess_Salha_bint_Asem ,alumniOf ,Amman_Baccalaureate_School ,Amman ,,,,,
Princess_Salha_bint_Asem ,age ,36,Amman ,,,1987-06-14,,36
Princess_Salha_bint_Asem ,gender ,Female__u0028_gender_u0029_ ,Amman ,,,,,
Princess_Sara_bint_Faisal ,alumniOf ,Amman_Baccalaureate_School ,Amman ,,,,,
Princess_Sara_bint_Faisal ,age ,27,Amman ,,,1997-03-27,,27
Princess_Sara_bint_Faisal ,gender ,Female__u0028_gender_u0029_ ,Amman ,,,,,
Priscilla_Alden ,age ,422,Dorking ,,,1602-01-01,,422
Priscilla_Alden ,gender ,Female__u0028_gender_u0029_ ,Dorking ,,,,,
Puneet_Nath_Datt ,award ,Ashoka_Chakra__u0028_military_decoration_u0029_ ,Jodhpur ,,,,,
Puneet_Nath_Datt ,age ,50,Jodhpur ,,,1973-04-29,,50
Puneet_Nath_Datt ,gender ,Male_gender ,Jodhpur ,,,,,
Puneet_Nath_Datt ,nationality ,India ,Jodhpur ,,,,,
Qutaylah_bint_Abd_al-Uzza ,gender ,Female__u0028_gender_u0029_ ,Mecca ,,,,,
William_Mullins__u0028_Mayflower_passenger_u0029_ ,age ,452,Dorking ,,,1572-01-01,,452
William_Mullins__u0028_Mayflower_passenger_u0029_ ,gender ,Male_gender ,Dorking ,,,,,
Bakhtiar_Rana ,gender ,Male_gender ,Sialkot ,,,,,
Bakhtiar_Rana ,nationality ,Pakistan ,Sialkot ,,,,,
Sebastian_Okechukwu_Mezu ,age ,82,Emekuku ,,,1941-04-30,,82
Sebastian_Okechukwu_Mezu ,gender ,Male_gender ,Emekuku ,,,,,
Sebastian_Okechukwu_Mezu ,knowsLanguage ,English_language_generic_instance ,Emekuku ,,,,,
Sebastian_Okechukwu_Mezu ,knowsLanguage ,Nigerian_Pidgin_generic_instance ,Emekuku ,,,,,
Sebastian_Okechukwu_Mezu ,knowsLanguage ,Igbo_language_generic_instance ,Emekuku ,,,,,
Sebastian_Okechukwu_Mezu ,nationality ,Nigeria ,Emekuku ,,,,,
Sebhat_Aregawi ,gender ,Male_gender ,Adigrat ,,,,,
Sekgoma_II ,age ,155,Bechuanaland_Protectorate ,,,1869-01-01,,155
Sekgoma_II ,gender ,Male_gender ,Bechuanaland_Protectorate ,,,,,
Tengku_Hassanal_Ibrahim_Alam_Shah ,alumniOf ,Sherborne_School ,Kuantan ,,,,,
Tengku_Hassanal_Ibrahim_Alam_Shah ,alumniOf ,Caldicott_School ,Kuantan ,,,,,
Tengku_Hassanal_Ibrahim_Alam_Shah ,age ,28,Kuantan ,,,1995-09-17,,28
Tengku_Hassanal_Ibrahim_Alam_Shah ,gender ,Male_gender ,Kuantan ,,,,,
Tengku_Hassanal_Ibrahim_Alam_Shah ,knowsLanguage ,English_language_generic_instance ,Kuantan ,,,,,
Eiji_Kimizuka ,alumniOf ,United_States_Army_Command_and_General_Staff_College ,Kanagawa_Prefecture ,,,,,
Eiji_Kimizuka ,alumniOf ,National_Defense_Academy_of_Japan ,Kanagawa_Prefecture ,,,,,
Eiji_Kimizuka ,age ,71,Kanagawa_Prefecture ,,,1952-07-16,,71
Eiji_Kimizuka ,gender ,Male_gender ,Kanagawa_Prefecture ,,,,,
Eiji_Kimizuka ,nationality ,Japan ,Kanagawa_Prefecture ,,,,,
Chuckie_Merlino ,age ,84,Atlantic_City_u002C__New_Jersey ,,,1939-06-29,,84
Chuckie_Merlino ,gender ,Male_gender ,Atlantic_City_u002C__New_Jersey ,,,,,
Chuckie_Merlino ,nationality ,United_States ,Atlantic_City_u002C__New_Jersey ,,,,,
Mitani_Takanobu ,alumniOf ,University_of_Tokyo ,Kyoto_Prefecture ,,,,,
Mitani_Takanobu ,age ,131,Kyoto_Prefecture ,,,1892-06-17,,131
Mitani_Takanobu ,gender ,Male_gender ,Kyoto_Prefecture ,,,,,
Mitani_Takanobu ,nationality ,Japan ,Kyoto_Prefecture ,,,,,
Mohmad_Shaid_Mohd_Taufek ,age ,76,Port_Dickson__u0028_town_u0029_ ,,,1947-07-16,,76
Mohmad_Shaid_Mohd_Taufek ,gender ,Male_gender ,Port_Dickson__u0028_town_u0029_ ,,,,,
Razia_Sajjad_Zaheer ,alumniOf ,University_of_Allahabad ,Ajmer ,,,,,
Razia_Sajjad_Zaheer ,age ,106,Ajmer ,,,1918-01-01,,106
Razia_Sajjad_Zaheer ,gender ,Female__u0028_gender_u0029_ ,Ajmer ,,,,,
S_u002E__Rangaswami_Iyengar ,age ,137,Chennai ,,,1887-01-06,,137
S_u002E__Rangaswami_Iyengar ,gender ,Male_gender ,Chennai ,,,,,
Sable_Starr ,alumniOf ,Palos_Verdes_High_School ,Palos_Verdes_Peninsula ,,,,,
Sable_Starr ,age ,66,Palos_Verdes_Peninsula ,,,1957-08-15,,66
Sable_Starr ,gender ,Female__u0028_gender_u0029_ ,Palos_Verdes_Peninsula ,,,,,
Sable_Starr ,nationality ,United_States ,Palos_Verdes_Peninsula ,,,,,
Sabyasachi_Panda ,gender ,Male_gender ,Odisha ,,,,,
Sabyasachi_Panda ,knowsLanguage ,Odia_language_generic_instance ,Odisha ,,,,,
Sabyasachi_Panda ,nationality ,India ,Odisha ,,,,,
Saeed_Mohammad_Khan ,alumniOf ,Pakistan_Military_Academy ,Bhopal ,,,,,
Saeed_Mohammad_Khan ,age ,87,Bhopal ,,,1936-09-01,,87
Saeed_Mohammad_Khan ,gender ,Male_gender ,Bhopal ,,,,,
Saeed_Mohammad_Khan ,nationality ,Pakistan ,Bhopal ,,,,,
Sahr_Randolf_Fillie-Faboe ,gender ,Male_gender ,Kono_District ,,,,,
Sahr_Randolf_Fillie-Faboe ,knowsLanguage ,English_language_generic_instance ,Kono_District ,,,,,
Sahr_Randolf_Fillie-Faboe ,nationality ,Sierra_Leone ,Kono_District ,,,,,
Saint_Cleopatra ,age ,1774,Mount_Tabor ,,,0250-01-01,,1774
Saint_Cleopatra ,gender ,Female__u0028_gender_u0029_ ,Mount_Tabor ,,,,,
Sale_Ngahkwe ,age ,1149,Sale_u002C__Myanmar ,,,0875-01-01,,1149
Sale_Ngahkwe ,gender ,Male_gender ,Sale_u002C__Myanmar ,,,,,
Salih_Gjuka ,nationality ,Albania ,Peja ,,,,,
Robert_Taft_u002C__2nd ,age ,350,Braintree_u002C__Massachusetts ,,,1674-01-01,,350
Robert_W_u002E__Patten ,age ,192,New_York__u0028_state_u0029_ ,,,1832-01-01,,192
Robert_W_u002E__Patten ,gender ,Male_gender ,New_York__u0028_state_u0029_ ,,,,,
Robert_W_u002E__Patten ,nationality ,United_States ,New_York__u0028_state_u0029_ ,,,,,
Roberto_Sebastian ,alumniOf ,University_of_California_u002C__Davis ,Manila ,,,,,
Roberto_Sebastian ,alumniOf ,Ateneo_de_Manila_University ,Manila ,,,,,
Roberto_Sebastian ,age ,79,Manila ,,,1944-05-02,,79
Roberto_Sebastian ,gender ,Male_gender ,Manila ,,,,,
Roberto_Sebastian ,nationality ,Philippines ,Manila ,,,,,
Robinson_McIlvaine ,alumniOf ,Harvard_University ,Downingtown_u002C__Pennsylvania ,,,,,
Robinson_McIlvaine ,alumniOf ,Harvard_College ,Downingtown_u002C__Pennsylvania ,,,,,
Robinson_McIlvaine ,age ,110,Downingtown_u002C__Pennsylvania ,,,1913-07-17,,110
Robinson_McIlvaine ,gender ,Male_gender ,Downingtown_u002C__Pennsylvania ,,,,,
Robinson_McIlvaine ,nationality ,United_States ,Downingtown_u002C__Pennsylvania ,,,,,
Roderick_Meagher ,alumniOf ,Saint_Ignatius_u0027__College_u002C__Riverview ,Temora_u002C__New_South_Wales ,,,,,
Roderick_Meagher ,age ,92,Temora_u002C__New_South_Wales ,,,1932-01-01,,92
Roderick_Meagher ,gender ,Male_gender ,Temora_u002C__New_South_Wales ,,,,,
Rodrigo_F_u002E__Maclang ,alumniOf ,Philippine_Military_Academy ,Surigao_City ,,,,,
Mary_Elizabeth_Lado ,gender ,Female__u0028_gender_u0029_ ,New_Orleans ,,,,,
Mary_Ellen_Wilson ,age ,160,Hell_u0027_s_Kitchen_u002C__Manhattan ,,,1864-01-01,,160
Mary_Ellen_Wilson ,gender ,Female__u0028_gender_u0029_ ,Hell_u0027_s_Kitchen_u002C__Manhattan ,,,,,
Mary_Fielding_Smith ,age ,222,Honeydon ,,,1801-07-21,,222
Mary_Fielding_Smith ,gender ,Female__u0028_gender_u0029_ ,Honeydon ,,,,,
Mary_Gilbert ,gender ,Female__u0028_gender_u0029_ ,Scotland ,,,,,
Mary_Lincoln_Crume ,age ,249,Augusta_County_u002C__Virginia ,,,1775-01-01,,249
Mary_Lincoln_Crume ,gender ,Female__u0028_gender_u0029_ ,Augusta_County_u002C__Virginia ,,,,,
Mary_Lincoln_Crume ,nationality ,United_States ,Augusta_County_u002C__Virginia ,,,,,
Mary_McElroy__u0028_kidnapping_victim_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Kansas_City_u002C__Missouri ,,,,,
Mohamed_Said_Atom ,age ,58,Galgala ,,,1966-01-01,,58
Mohammad_Ahmadian ,age ,68,Tehran ,,,1956-01-01,,68
Mohammad_Ahmadian ,gender ,Male_gender ,Tehran ,,,,,
Mohammad_Ahmadian ,nationality ,Iran ,Tehran ,,,,,
Mohammad_Yunus__u0028_diplomat_u0029_ ,award ,Padma_Bhushan ,Abbottabad ,,,,,
Mohammad_Yunus__u0028_diplomat_u0029_ ,age ,107,Abbottabad ,,,1916-06-26,,107
Mohammad_Yunus__u0028_diplomat_u0029_ ,gender ,Male_gender ,Abbottabad ,,,,,
Mohammad_Yunus__u0028_diplomat_u0029_ ,knowsLanguage ,Urdu_generic_instance ,Abbottabad ,,,,,
Mohammad_Yunus__u0028_diplomat_u0029_ ,nationality ,India ,Abbottabad ,,,,,
Mohammed_Burhanuddin ,award ,Order_of_the_Nile ,Surat ,,,,,
Mohammed_Burhanuddin ,award ,Padma_Shri ,Surat ,,,,,
Mohammed_Burhanuddin ,age ,113,Surat ,,,1911-03-06,,113
Mohammed_Burhanuddin ,gender ,Male_gender ,Surat ,,,,,
Mohammed_Burhanuddin ,nationality ,India ,Surat ,,,,,
Mohammed_Loulichki ,alumniOf ,Mohammed_V_University ,Fez_u002C__Morocco ,,,,,
Mohammed_Loulichki ,age ,71,Fez_u002C__Morocco ,,,1952-07-01,,71
Mohammed_Loulichki ,gender ,Male_gender ,Fez_u002C__Morocco ,,,,,
Mohammed_Loulichki ,knowsLanguage ,Arabic_generic_instance ,Fez_u002C__Morocco ,,,,,
Mohammed_Loulichki ,knowsLanguage ,Berber_languages_generic_instance ,Fez_u002C__Morocco ,,,,,
Mohd_Hisamudin_Yahaya ,age ,53,Parit ,,,1971-01-01,,53
Mohd_Hisamudin_Yahaya ,gender ,Male_gender ,Parit ,,,,,
Moisis_Michail_Bourlas ,age ,105,Cairo ,,,1918-05-09,,105
Moisis_Michail_Bourlas ,gender ,Male_gender ,Cairo ,,,,,
Moisis_Michail_Bourlas ,knowsLanguage ,Greek_language_generic_instance ,Cairo ,,,,,
Moisis_Michail_Bourlas ,memberOf ,Communist_Party_of_Greece ,Cairo ,,,,,
Moisis_Michail_Bourlas ,memberOf ,Maki__u0028_historical_political_party_u0029_ ,Cairo ,,,,,
Moisis_Michail_Bourlas ,memberOf ,Young_Communist_League_of_Greece ,Cairo ,,,,,
Moisis_Michail_Bourlas ,nationality ,Israel ,Cairo ,,,,,
Moisis_Michail_Bourlas ,nationality ,Greece ,Cairo ,,,,,
Monrad_Metzgen ,award ,Member_Of_The_Order_Of_The_British_Empire_Q12201526_generic_instance ,Belize_City ,,,,,
Monrad_Metzgen ,award ,Order_of_the_National_Hero__u0028_Belize_u0029_ ,Belize_City ,,,,,
Monrad_Metzgen ,age ,130,Belize_City ,,,1894-01-01,,130
Monrad_Metzgen ,gender ,Male_gender ,Belize_City ,,,,,
Sanda_Dewi ,age ,507,Inwa ,,,1517-01-01,,507
Sanda_Dewi ,gender ,Female__u0028_gender_u0029_ ,Inwa ,,,,,
Khawaja_Suleman_Taunsvi ,age ,254,Loralai_District ,,,1770-01-01,,254
Khawaja_Suleman_Taunsvi ,gender ,Male_gender ,Loralai_District ,,,,,
Lambros_Tzavelas ,age ,279,Epirus ,,,1745-01-01,,279
Lambros_Tzavelas ,gender ,Male_gender ,Epirus ,,,,,
Masuma_Sultan_Begum__u0028_daughter_of_Babur_u0029_ ,age ,516,Kabul ,,,1508-01-01,,516
Masuma_Sultan_Begum__u0028_daughter_of_Babur_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Kabul ,,,,,
Rob_Todd ,alumniOf ,University_of_Texas_at_Austin ,Kirksville_u002C__Missouri ,,,,,
Rob_Todd ,age ,60,Kirksville_u002C__Missouri ,,,1963-10-23,,60
Rob_Todd ,gender ,Male_gender ,Kirksville_u002C__Missouri ,,,,,
Rob_Todd ,memberOf ,Republican_Party__u0028_United_States_u0029_ ,Kirksville_u002C__Missouri ,,,,,
Rob_Todd ,nationality ,United_States ,Kirksville_u002C__Missouri ,,,,,
Robbie_Rage ,age ,54,Plymouth_u002C__Massachusetts ,,,1970-01-01,,54
Robbie_Rage ,gender ,Male_gender ,Plymouth_u002C__Massachusetts ,,,,,
Robbie_Rage ,nationality ,United_States ,Plymouth_u002C__Massachusetts ,,,,,
Robert_A_u002E__Cook ,alumniOf ,Wheaton_College__u0028_Illinois_u0029_ ,Santa_Clara_u002C__California ,,,,,
Robert_A_u002E__Cook ,age ,111,Santa_Clara_u002C__California ,,,1912-06-07,,111
Robert_A_u002E__Cook ,gender ,Male_gender ,Santa_Clara_u002C__California ,,,,,
Robert_A_u002E__Cook ,nationality ,United_States ,Santa_Clara_u002C__California ,,,,,
Robert_Bolling ,age ,377,London ,,,1646-12-26,,377
Robert_Bolling ,gender ,Male_gender ,London ,,,,,
Robert_Bolling ,nationality ,United_States ,London ,,,,,
Robert_Carter__u0028_RAF_officer_u0029_ ,gender ,Male_gender ,Portsmouth ,,,,,
Oskar_Romm ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Hejnice__u0028_Liberec_District_u0029_ ,,,,,
